# address	status	binary	raw-score	source-debt	origin	uncertainty	revisit-trigger	tested-scores	before-score	after-score	eliminated-source-defect	audit-state	freeze-scope	tested-forms
0x00471250	provisional	partial	96.88	clean	deep-audit-2026-07-29	SoftwareRenderer::BuildSubtractivePaletteTable: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	96.88	-	-	-	audited	-	-
0x00471520	provisional	partial	72.45	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x00474190	provisional	partial	21.31	clean	manual-audit-2026-07-30	The one-pointer ABI, default palettized dispatch slot, vertex layout, quad flag, clip bounds, and five inclusive edge walks agree. The keyed and unkeyed byte spans, zero key, texture lookup, clipping, single-pixel cases, and side-effect order also agree. The reconstructed 16-bit plain twins and 8-bit additive and subtractive rasterizers confirm the shared edge and scanline roles. VC6 assigns repeated edge and span state to different stack slots and registers.	Revisit when original Nu3D source or another compiler build identifies the edge macro or local declaration order.	21.31	0.00	21.31	empty body, unknown dispatch role, and missing keyed and unkeyed 8-bit textured-polygon paths	audited	sub-50	-
0x00476340	provisional	partial	20.82	clean	manual-audit-2026-07-30	The one-pointer ABI, dispatch slot, vertex layout, quad flag, clip bounds, five edge walks, and scanline fields agree. The texture lookup, transparent key, subtractive palette lookup, and side-effect order also agree. VC6 assigns repeated edge state to different stack slots and registers.	Revisit when a related textured polygon rasterizer identifies the original edge macro or local declaration order.	21.49,13.25,20.82	0.00	20.82	empty body, unknown dispatch role, and missing clipped subtractive textured-polygon paths	audited	sub-50	-
0x00476D00	provisional	partial	20.82	clean	manual-audit-2026-07-30	The one-pointer ABI, additive dispatch slot, vertex layout, quad flag, clip bounds, five edge walks, and scanline fields agree. The texture lookup, transparent key, additive palette lookup, and side-effect order also agree. The reconstructed subtractive twin confirms the shared source model. VC6 assigns repeated edge state to different stack slots and registers.	Revisit when another textured polygon rasterizer identifies the original edge macro or local declaration order.	20.82	0.00	20.82	empty body, unknown dispatch role, and missing clipped additive textured-polygon paths	audited	sub-50	-
0x004776C0	provisional	partial	59.77	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0047B170	provisional	partial	16.99	unstructured-control-flow	deep-audit-2026-07-29	RawLoader::DecompressBuffer: stream-record layout, cursor ownership, or loop structure remains unresolved after producer and consumer review	revisit when there is a reconstructed record producer or consumer that pins the record layout and cursor updates	16.99	-	-	-	audited	sub-50	-
0x0047C800	provisional	partial	79.41	clean	deep-audit-2026-07-29	SoftwareRenderer::LockBackBuffer: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	79.41	-	-	-	audited	-	-
0x0047C8B0	provisional	partial	84.45	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0047CBA0	provisional	partial	57.72	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0047CC90	provisional	partial	72.27	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0047D120	provisional	partial	20.34	clean	CAP-09	one-shot back-buffer clear: retail uses an EBP frame with five locals. The build uses an FPO frame and register-keeps the row state. Pixel format selection, signed division, scalar nested fills, row padding, completion flag, and pending-count update agree. A for-loop form scored 22.22% but emitted REP STOSD instead of the retail scalar loop.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	20.34	-	-	-	audited	former-cap,sub-50	-
0x0047D210	provisional	partial	24.14	clean	CAP-09	software back-buffer drain: retail uses an EBP 0x80-byte frame with the 0x6c DDSURFACEDESC plus five stack-resident clear-loop locals; build uses FPO with a 0x6c frame, keeps values in registers, and lowers natural inner fill loops to REP STOSD. Lock retry/error path, tint/format clear selection, deferred-clear state, 4096-bucket walk, flag dispatch, linked-list advance, unlock/error path, and presentation agree. Natural for-loop/common-callback form scored 24.14%; scalar do-loop/direct-call form scored 18.75%; forced shared locals 21.27%; helper calls 21.84%	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	24.14	-	-	-	audited	former-cap,sub-50	-
0x0047D4E0	provisional	partial	13.04	clean	CAP-09	perspective divide table: retail uses an EBP frame and keeps the descending divisor as a scaled array index. The build uses an FPO frame and strength-reduces the loop to a reverse pointer. Half-scale, 12-bit fixed scale, divisors 32767 through 1, table stores, and return value agree. For and do-loop forms produced the same code.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	13.04	-	-	-	audited	former-cap,sub-50	-
0x0047D540	provisional	partial	35.56	clean	CAP-09	32-bit rectangular fill: retail uses an EBP frame and saves the inner count with PUSH and POP. The build uses an FPO frame and keeps the row state in registers. Destination, dword width, height, byte padding, fill value, and scalar nested loops agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	35.56	-	-	-	audited	former-cap,sub-50	-
0x0047D650	provisional	partial	12.50	clean	CAP-09	scanline flag clear: retail uses an EBP frame and saves EDI twice. The build uses FPO and keeps the same typed stride loop in EAX and ECX. The populated-byte store, 0x4C record stride, decrement, and zero termination agree.	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	12.50	-	-	-	audited	former-cap,sub-50	-
0x0047D930	provisional	partial	99.38	clean	deep-audit-2026-07-29	AudioManager::RestartLoopingSound: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	99.38	-	-	-	audited	-	-
0x0047DE50	provisional	partial	50.11	clean	deep-audit-2026-07-29	AudioManager::PlaySoundBuffer: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	50.11	-	-	-	audited	-	-
0x0047E3C0	provisional	partial	96.67	clean	deep-audit-2026-07-29	AudioManager::Enumerate: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	96.67	-	-	-	audited	-	-
0x0047E4E0	provisional	partial	70.11	clean	deep-audit-2026-07-29	AudioManager::WriteToBuffer: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	70.11	-	-	-	audited	-	-
0x0047EC20	provisional	partial	94.37	clean	deep-audit-2026-07-29	AudioManager::LoadSfxPackForLevel: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	94.37	-	-	-	audited	-	-
0x0047EDE0	provisional	partial	92.50	clean	deep-audit-2026-07-29	AudioManager::Init: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	92.50	-	-	-	audited	-	-
0x00480AE0	provisional	partial	5.25	clean	deep-audit-2026-07-29	Nu3D::Math::PointIntersectsTriangle: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	5.25	-	-	-	audited	sub-50	-
0x00481140	provisional	partial	19.61	clean	CAP-09	point-in-triangle projection: readable source selects typed 2D point/edge projections and names the three edge-side results; retail keeps the six axis/orientation cases expanded with no frame. A fully expanded conjunction scored 42.76% but produced implausible maintenance source. Selected-coordinate, expanded early-return, expanded conjunction, and typed projection forms were tested; semantics agree	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	19.61	-	-	-	audited	former-cap,sub-50	-
0x00481D00	provisional	partial	53.00	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x00485680	provisional	partial	87.31	clean	CAP-03	stretched shadow projection: retail keeps the shadow index and normal components in EDI/ESI through all three corner calculations; the build folds the symmetric second corner and retires the component locals early. Opacity clamp, slope-size adjustment, position, three projected heights, count limit, and steep-slope fade agree. Reference, direct-index, and component-local forms were tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	87.31	-	-	-	audited	former-cap	-
0x004857E0	provisional	partial	87.31	clean	CAP-03	Buzz stretched-shadow twin of 0x00485680: the same index and normal-component register lifetimes differ. This variant correctly uses Buzz's height and cached ground normal. The full projection and fade behavior otherwise agrees	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	87.31	-	-	-	audited	former-cap	-
0x00485940	provisional	partial	8.69	clean	manual-audit-2026-07-30	The three callers confirm the pointer ABI. Typed cache slots, grids, meshes, tree groups, faces, platform state, and output arrays confirm all accesses. Retail uses a 0x28-byte frame and duplicated branch-specific loops. The current complete form uses a 0x1C-byte frame and different loop cursor lifetimes.	Revisit when another collision query confirms the original cache cursor structure and local declaration order.	8.40,7.93,8.69	0.00	8.69	empty body, raw workspace offsets, missing cache selection, missing grid scan, missing face traversal, missing moving-platform transform, and missing output arrays	audited	sub-50	-
0x004863A0	provisional	partial	80.20	clean	CAP-07	floor-height update: retail delays the Buzz-height load, uses an in-place byte OR, and stores the cached normal before it restores the triangle count. The build schedules these operations differently. Triangle gathering, the ground probe, moving-platform correction, steep-floor contact, velocity damping, cached normal, and scratch restoration agree. Direct-array, typed-pointer, combined-condition, and nested-condition forms were tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-07 mismatch	80.20	-	-	-	audited	former-cap	-
0x004882F0	provisional	partial	21.89	clean	CAP-09	edge-buffer raycast: retail reserves 0x44 FPO bytes and keeps the flat endpoint walk at the array base; the typed indexed build reserves 0x34 bytes and anchors the walk on the first Z field. Edge normal, signed crossing distances, reversal, segment bounds, nearest fraction, and all outputs agree. Indexed and cached running-pointer forms were tested; the latter regressed to 17.98%	revisit if new caller, type, or source-form evidence explains the recorded CAP-09 mismatch	21.89	-	-	-	audited	former-cap,sub-50	-
0x00489980	provisional	partial	65.33	clean	manual-audit-2026-07-30	The caller and disassembly confirm the three-argument ABI. Typed descriptors confirm the record stride, field offsets, clone path, relocation lists, platform links, and workspace size. Retail uses a different descriptor-pointer bias and different register schedules.	Revisit when a related terrain loader confirms the original descriptor cursor type.	46.85,49.62,65.33	0.00	65.33	empty body, raw terrain records, missing clone behavior, missing relocation lists, missing platform links, and missing collision workspace initialization	audited	-	-
0x00489C30	provisional	partial	17.30	clean	manual-audit-2026-07-30	The caller and two callees confirm the three-argument ABI. The terrain suffix selection, platform reset, mesh bounds, squared radii, world boundary, 5-by-5 grid, special mesh lists, and query reset agree with retail. Typed tree groups and packed faces confirm all offsets and strides. Retail uses a 0x9070-byte frame and different array positions, loop cursors, register lifetimes, and branch schedules.	Revisit when Terrain::LoadAll or a reconstructed collision query confirms the packed axis names and original local array order.	14.71,16.98	0.00	16.98	empty body, raw collision records, missing mesh bounds and radii, missing spatial grid, missing world boundary, and missing query reset	audited	sub-50	-
0x0048A4C0	provisional	partial	53.31	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0048E730	provisional	partial	93.18	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0048F1B0	provisional	partial	63.01	clean	deep-audit-2026-07-29	Toy2::SetBackdropByIndex: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	63.01	-	-	-	audited	-	-
0x0048F230	provisional	partial	82.57	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0048F410	provisional	partial	62.24	clean	deep-audit-2026-07-29	Renderer::RenderParallaxBackground: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	62.24	-	-	-	audited	-	-
0x0048FB70	provisional	partial	38.11	clean	session-audit-2026-07-30	backdrop colour bands: the ABI, render paths, band layouts, calls, and side effects agree. Original local lifetimes and loop cursor selection remain unresolved	revisit if an exact sibling or source evidence fixes the local lifetimes and band-loop cursor selection	35.97,38.11	35.97	38.11	horizon branch order and palette result width	audited	sub-50	-
0x00490290	provisional	partial	80.18	clean	CAP-21	backdrop scroll: merged texture-column and clipped-top locals use opposite EAX/ECX scratch registers; branch arithmetic, wrap logic, global writes, guards, and return agree; 3 natural forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-21 mismatch	80.18	-	-	-	audited	former-cap	-
0x004909E0	provisional	partial	78.01	clean	deep-audit-2026-07-29	Toy2::ProcessMiscEventsEx: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	78.01	-	-	-	audited	-	-
0x00490B90	provisional	partial	65.71	clean	deep-audit-2026-07-29	Nu3D::Math::CrossProduct3D: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	65.71	-	-	-	audited	-	-
0x00493C30	provisional	partial	49.35	clean	deep-audit-2026-07-29	Renderer::Sprite::DrawColoured: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	49.35	-	-	-	audited	sub-50	-
0x00493DC0	provisional	partial	51.56	clean	deep-audit-2026-07-29	Renderer::Sprite::DrawColouredFixed: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	51.56	-	-	-	audited	-	-
0x00493F40	provisional	partial	52.17	clean	deep-audit-2026-07-29	Renderer::Sprite::DrawScaled: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	52.17	-	-	-	audited	-	-
0x00494130	provisional	partial	88.52	clean	deep-audit-2026-07-29	Toy2::LevelSelect::DrawArrows: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	88.52	-	-	-	audited	-	-
0x004942D0	provisional	partial	37.50	clean	deep-audit-2026-07-29	Renderer::Sprite::DrawScaledFixed: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	37.50	-	-	-	audited	sub-50	-
0x004946A0	provisional	partial	56.00	clean	CAP-24	tiled sprite UVs: retail retains width and height on the x87 stack; build spills and reorders the four expressions; 4 credible forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-24 mismatch	56.00	-	-	-	audited	former-cap	-
0x00494820	provisional	partial	57.14	clean	CAP-24	virtual-width twin of 0x004946A0; same x87 evaluation and spill difference	revisit if new caller, type, or source-form evidence explains the recorded CAP-24 mismatch	57.14	-	-	-	audited	former-cap	-
0x004949B0	provisional	partial	31.64	clean	manual-audit-2026-07-30	The ABI, sprite-sheet lookup, texture dimensions, UV bounds, tint color, horizontal clipping, proportional UV adjustment, queue flags, and early exits agree. The build uses a 24-byte frame instead of 32 bytes and schedules the x87 expressions differently.	Revisit if an exact clipped-sprite sibling identifies the source expression or local declaration order.	31.64	0.00	31.64	missing clipped-sprite body and parameter roles	audited	sub-50	-
0x00498140	provisional	partial	73.56	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049AE40	provisional	partial	99.65	clean	deep-audit-2026-07-29	AudioManager::SetMusicVolume: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	99.65	-	-	-	audited	-	-
0x0049B2A0	provisional	partial	55.81	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049B3B0	provisional	partial	70.44	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049B580	provisional	partial	45.71	clean	deep-audit-2026-07-29	Renderer::DrawMainMenuText: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	45.71	-	-	-	audited	sub-50	-
0x0049B630	provisional	partial	54.24	clean	deep-audit-2026-07-29	Renderer::DrawChar: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	54.24	-	-	-	audited	-	-
0x0049B9E0	provisional	partial	60.88	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049C420	provisional	partial	63.41	clean	manual-audit-2026-07-30	The ABI, control table, page limits, input phases, reserved keys, save call, sounds, blink timer, and return values agree. VC6 assigns the row state to different registers and uses a different switch layout.	Revisit when ShowGraphicsConfig or another input menu identifies the original local declaration order and reserved-key switch form.	59.85,63.42,62.08,63.41	0.00	63.41	stub body, raw control-table offsets, and unstructured input-phase exits	audited	-	-
0x0049CAA0	provisional	partial	56.37	clean	manual-audit-2026-07-30	The void ABI, configuration fields, label tables, blink behavior, input delay, cursor movement, option bounds, sounds, and flag updates agree. VC6 keeps one availability value in EBX and uses different switch block placement.	Revisit if another menu identifies the original availability declarations or flag-toggle expressions.	47.14,54.70,53.24,54.50,55.71,55.83,56.37	0.00	56.37	stub body, raw menu-state globals, and missing configuration tables	audited	-	-
0x0049D390	provisional	partial	61.52	clean	deep-audit-2026-07-29	Renderer::DrawBitmapText: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	61.52	-	-	-	audited	-	-
0x0049D7A0	provisional	partial	55.84	clean	deep-audit-2026-07-29	Renderer::Sprite::DrawBackdropTransition: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	55.84	-	-	-	audited	-	-
0x0049D910	provisional	partial	75.31	unstructured-control-flow	deep-audit-2026-07-29	Toy2::Run: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	72.89	-	-	-	audited	-	-
0x0049DFE0	provisional	partial	92.42	clean	manual-audit	The input and demo state machine, update-call order, level transitions, pause gate, camera snapshot, and final render calls agree. The build spills the captured input and schedules one path-index store earlier; one call argument register and final padding also differ.	Revisit if original source evidence explains the captured-input live range or the demo path-index update form.	58.85,75.54,46.97,92.42,87.32	-	92.42	empty body, merged transition branches, and redundant direction-state reload and store	audited	-	-
0x0049E330	provisional	partial	83.65	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049E660	provisional	partial	88.83	clean	deep-audit-2026-07-29	AudioManager::PlaySoundEffect: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	88.83	-	-	-	audited	-	-
0x0049E910	provisional	partial	52.63	clean	deep-audit-2026-07-29	AudioManager::StartSoundSequenceOnActor: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	52.63	-	-	-	audited	-	-
0x0049E9D0	provisional	partial	47.27	clean	deep-audit-2026-07-29	AudioManager::UpdateSoundSequences: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	47.27	-	-	-	audited	sub-50	-
0x0049EB50	provisional	partial	96.55	clean	deep-audit-2026-07-29	Toy2::ComputeTokenProgress: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	96.55	-	-	-	audited	-	-
0x0049EBA0	provisional	partial	51.85	clean	deep-audit-2026-07-29	InputManager::UpdateDirectionInputState: Win32 or DirectX callback ABI, device-record typing, or branch ordering remains unresolved after call-site review	revisit when there is a typed neighboring callback or device record that fixes the disputed ABI or field role	51.85	-	-	-	audited	-	-
0x0049EC00	provisional	partial	96.60	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049EE50	provisional	partial	50.67	clean	manual-audit	The retail index bug, lifetime scan, dynamic-light range, field stores, color order, source ID, and lifetime agree. VC6 assigns the cursor and lifetime to opposite registers.	Revisit if another lighting helper identifies the original cursor type or local declaration order.	50.67,40.54,55.00,55.00,50.67	50.67	50.67	typed light cursors and lifetime-field cursor	audited	-	indexed scan, typed cursor with integer bound, typed cursor with pointer bound, typed do loop, lifetime-field cursor
0x0049EEE0	provisional	partial	59.37	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049F350	provisional	partial	63.41	clean	manual-audit	The clear size, state resets, level color preset, Buzz distance, and update call agree. VC6 shares one zero register and renders equivalent data labels differently.	Revisit if another lighting initializer identifies the original zero-value local or global access form.	63.41,56.41	63.41	63.41	direct level-index reads	audited	-	cached level index, direct level-index reads
0x0049F400	provisional	partial	47.76	clean	deep-audit-2026-07-29	Nu3D::Vector3I::IsWithinDistance: fixed-point or floating-point evaluation order and parameter signedness remain unresolved after ABI and branch review	revisit when there is an exact Nu3D analogue or a reconstructed caller that proves operand types and evaluation order	47.76	-	-	-	audited	sub-50	-
0x0049F4B0	provisional	partial	87.30	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x0049FAB0	provisional	partial	52.17	clean	CAP-03	ambient-emitter deactivation: retail keeps the emitter Y value in EBP and the particle index in ESI. The build keeps a typed emitter reference and walks particle records by pointer. Position, lifetime, type checks, particle shutdown, and record invalidation agree. Reference, indexed, and cached-record forms were tested.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	52.17	-	-	-	audited	former-cap	-
0x0049FB40	provisional	partial	61.96	clean	CAP-03	ambient-emitter update: retail and the build assign the record pointer, coordinates, and record count to different registers. The 16-tick gate, quarter scan, distance test, type split, particle spawn, and scan cursor agree. Cached-record, direct-global, ternary, and explicit-branch forms were tested.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	61.96	-	-	-	audited	former-cap	-
0x004A0C80	provisional	partial	56.73	clean	CAP-03	token initialization: retail assigns the token-link cursor, token-state cursor, and inner record index to EBP, ESI, and EDI. The build assigns them to ESI, EDI, and EBP. Save bits, link setup, pickup searches, hidden-link setup, and all state writes agree. Const and mutable cursor forms, signed cursor bounds, and shared index forms were tested.	revisit if new caller, type, or source-form evidence explains the recorded CAP-03 mismatch	56.73	-	-	-	audited	former-cap	-
0x004A0DB0	provisional	partial	89.36	clean	CAP-25	Pizza Planet token activation: retail reserves 16 FPO bytes and the build reserves 12. All body instructions, calls, branches, fields, and results agree; direct height expression and named height local produce the same smaller frame	revisit if new caller, type, or source-form evidence explains the recorded CAP-25 mismatch	89.36	-	-	-	audited	former-cap	-
0x004A1BE0	provisional	partial	81.43	clean	deep-audit-2026-07-29	Nu3D::Camera::FadeToTargetTint: render-command, vertex, or matrix evaluation structure remains unresolved after caller, callee, and data-access review	revisit when there is an exact sibling or confirmed layout that fixes the command fields and evaluation order	81.43	-	-	-	audited	-	-
0x004A2080	provisional	partial	49.76	clean	manual-audit-2026-07-30	The ABI, typed unlock tables, timer resets, node visibility, pickup searches, scale calls, and side-effect order agree. Retail places the unlocked block after the first geometry pass. It uses different registers for the record header, table cursor, and pickup index.	Revisit when an exact sibling or original type evidence identifies the local declaration order and repeated branch form.	45.96,49.76,40.32,39.74,49.76	0.00	49.76	stub body and untyped unlock tables, node state, pickup searches, and geometry updates	audited	sub-50	-
0x004A2480	provisional	partial	89.24	clean	initial-audit	binary or source model is not verified	recheck ABI, layout, control flow, and natural source forms	-	-	-	-	pending	-	-
0x004A26F0	provisional	partial	89.32	clean	CAP-12	periodic actor hint: retail keeps the challenge-state return inline, while the build sends it to the common tail epilogue and shifts final alignment padding. Actor-state guards, timer update, random reset, signed preset loads, and 3D sound call agree; nested, split-guard, and combined-condition forms tested	revisit if new caller, type, or source-form evidence explains the recorded CAP-12 mismatch	89.32	-	-	-	audited	former-cap	-
0x004A27A0	provisional	partial	94.74	clean	manual-audit-2026-07-30	The 4-byte table layout, level filter, pickup search, link scales, platform state, and sentinel loop agree. Retail keeps the record header in EDX. The build keeps it in ECX.	Revisit when an exact sibling or original type evidence identifies the record-header declaration order.	87.72,92.98,94.74	0.00	94.74	stub body and untyped unlock geometry entries	audited	-	-
0x004A2C20	provisional	partial	22.86	clean	deep-audit-2026-07-29	SaveManager::InitProgressData: game-state field roles and source-level branch structure remain unresolved after caller and callee review	revisit when there is a reconstructed caller, callee, or state record that assigns the remaining fields and branches	22.86	-	-	-	audited	sub-50	-
0x004A2D80	provisional	partial	23.98	clean	manual-audit-2026-07-30	The caller, three callees, particle fields, camera tint fields, surface states, sound calls, and branch effects agree. Retail uses different local lifetimes and branch grouping.	Revisit when an exact sibling or original source evidence confirms the local declaration order and branch grouping.	23.98	0.00	23.98	stub body and missing laser, foot-contact, surface, environment, camera-tint, particle, and sound effects	audited	sub-50	-
0x004A3810	provisional	partial	83.20	clean	deep-audit-2026-07-29	AudioManager::PlayOneShotSound3D: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	83.20	-	-	-	audited	-	-
0x004A3980	provisional	partial	30.18	clean	CAP-14	table-loaded pointer stays in EAX, retail moves it to ECX	revisit if new caller, type, or source-form evidence explains the recorded CAP-14 mismatch	30.18	-	-	-	audited	former-cap,sub-50	-
0x004A3BE0	provisional	partial	95.65	clean	deep-audit-2026-07-29	AudioManager::UpdateChannels: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	95.65	-	-	-	audited	-	-
0x004A3C80	provisional	partial	91.25	clean	deep-audit-2026-07-29	AudioManager::PlayOneShotSound3DActor: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	91.25	-	-	-	audited	-	-
0x004A3E60	provisional	partial	76.47	clean	deep-audit-2026-07-29	AudioManager::IsActorSoundPlaying: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	76.47	-	-	-	audited	-	-
0x004A3F10	provisional	partial	90.03	clean	manual-audit	The file validation, RIFF/WAVE chunk parsing, 16-byte format copy, 16-bit extension size, allocation, and cleanup behavior agree. VC6 orders the null-handle cleanup blocks differently.	Revisit if a related MMIO loader identifies the original cleanup branch order.	80.36,84.85,90.03	80.36	90.03	cached format handle and 32-bit cbSize	audited	-	cached allocation handle, direct out-handle use, uint32_t cbSize, uint16_t cbSize
0x004A4130	provisional	partial	76.19	clean	manual-audit	The MMIO ABI, chunk-size clamp, byte-copy loop, buffer advance, output count, and error codes agree. VC6 duplicates the end-of-chunk failure inside the loop.	Revisit if another MMIO reader confirms the original error-label order.	70.52,76.19	70.52	76.19	direct end-of-chunk return	audited	-	direct end-of-chunk return, shared failure label, ordered result tails
0x004A4680	provisional	partial	99.00	clean	deep-audit-2026-07-29	AudioManager::WaveLoadFile: sequence-entry layout and per-frame update ordering remain unresolved after caller and global-state review	revisit when there is a reconstructed sequence producer or consumer that fixes entry roles and update order	99.00	-	-	-	audited	-	-
